year,soc_occupation_code,soc_major,soc_minor,soc_unit,description,sex,emp_type,fp_time,value
2014,9244,9,24,4,School midday and crossing patrol occupations,female,self-employed,part,
2014,9249,9,24,9,Elementary security occupations n.e.c.,male,employees,full,15392.0
2014,9249,9,24,9,Elementary security occupations n.e.c.,female,employees,full,
2014,9249,9,24,9,Elementary security occupations n.e.c.,male,employees,part,7315.0
2014,9249,9,24,9,Elementary security occupations n.e.c.,female,employees,part,
2014,9249,9,24,9,Elementary security occupations n.e.c.,male,self-employed,full,
2014,9249,9,24,9,Elementary security occupations n.e.c.,female,self-employed,full,
2014,9249,9,24,9,Elementary security occupations n.e.c.,male,self-employed,part,
2014,9249,9,24,9,Elementary security occupations n.e.c.,female,self-employed,part,
2014,925,9,25,,Elementary Sales Occupations,male,employees,full,23669.0
2014,925,9,25,,Elementary Sales Occupations,female,employees,full,13803.0
2014,925,9,25,,Elementary Sales Occupations,male,employees,part,29799.0
2014,925,9,25,,Elementary Sales Occupations,female,employees,part,31156.0
2014,925,9,25,,Elementary Sales Occupations,male,self-employed,full,
2014,925,9,25,,Elementary Sales Occupations,female,self-employed,full,
2014,925,9,25,,Elementary Sales Occupations,male,self-employed,part,
2014,925,9,25,,Elementary Sales Occupations,female,self-employed,part,
2014,9251,9,25,1,Shelf fillers,male,employees,full,21461.0
2014,9251,9,25,1,Shelf fillers,female,employees,full,11990.0
2014,9251,9,25,1,Shelf fillers,male,employees,part,20695.0
2014,9251,9,25,1,Shelf fillers,female,employees,part,24965.0
2014,9251,9,25,1,Shelf fillers,male,self-employed,full,
2014,9251,9,25,1,Shelf fillers,female,self-employed,full,
2014,9251,9,25,1,Shelf fillers,male,self-employed,part,
2014,9251,9,25,1,Shelf fillers,female,self-employed,part,
2014,9259,9,25,9,Elementary sales occupations n.e.c.,male,employees,full,
2014,9259,9,25,9,Elementary sales occupations n.e.c.,female,employees,full,
2014,9259,9,25,9,Elementary sales occupations n.e.c.,male,employees,part,9104.0
2014,9259,9,25,9,Elementary sales occupations n.e.c.,female,employees,part,6191.0
2014,9259,9,25,9,Elementary sales occupations n.e.c.,male,self-employed,full,
2014,9259,9,25,9,Elementary sales occupations n.e.c.,female,self-employed,full,
2014,9259,9,25,9,Elementary sales occupations n.e.c.,male,self-employed,part,
2014,9259,9,25,9,Elementary sales occupations n.e.c.,female,self-employed,part,
2014,926,9,26,,Elementary Storage Occupations,male,employees,full,319339.0
2014,926,9,26,,Elementary Storage Occupations,female,employees,full,36379.0
2014,926,9,26,,Elementary Storage Occupations,male,employees,part,41397.0
2014,926,9,26,,Elementary Storage Occupations,female,employees,part,15151.0
2014,926,9,26,,Elementary Storage Occupations,male,self-employed,full,
2014,926,9,26,,Elementary Storage Occupations,female,self-employed,full,
2014,926,9,26,,Elementary Storage Occupations,male,self-employed,part,
2014,926,9,26,,Elementary Storage Occupations,female,self-employed,part,
2014,9260,9,26,0,Elementary storage occupations,male,employees,full,319339.0
2014,9260,9,26,0,Elementary storage occupations,female,employees,full,36379.0
2014,9260,9,26,0,Elementary storage occupations,male,employees,part,41397.0
2014,9260,9,26,0,Elementary storage occupations,female,employees,part,15151.0
2014,9260,9,26,0,Elementary storage occupations,male,self-employed,full,
2014,9260,9,26,0,Elementary storage occupations,female,self-employed,full,
2014,9260,9,26,0,Elementary storage occupations,male,self-employed,part,
2014,9260,9,26,0,Elementary storage occupations,female,self-employed,part,
2014,927,9,27,,Other Elementary Services Occupations,male,employees,full,164844.0
2014,927,9,27,,Other Elementary Services Occupations,female,employees,full,146139.0
2014,927,9,27,,Other Elementary Services Occupations,male,employees,part,208604.0
2014,927,9,27,,Other Elementary Services Occupations,female,employees,part,452640.0
2014,927,9,27,,Other Elementary Services Occupations,male,self-employed,full,
2014,927,9,27,,Other Elementary Services Occupations,female,self-employed,full,
2014,927,9,27,,Other Elementary Services Occupations,male,self-employed,part,
2014,927,9,27,,Other Elementary Services Occupations,female,self-employed,part,9003.0
2014,9271,9,27,1,Hospital porters,male,employees,full,18500.0
2014,9271,9,27,1,Hospital porters,female,employees,full,
2014,9271,9,27,1,Hospital porters,male,employees,part,5788.0
2014,9271,9,27,1,Hospital porters,female,employees,part,
2014,9271,9,27,1,Hospital porters,male,self-employed,full,
2014,9271,9,27,1,Hospital porters,female,self-employed,full,
2014,9271,9,27,1,Hospital porters,male,self-employed,part,
2014,9271,9,27,1,Hospital porters,female,self-employed,part,
2014,9272,9,27,2,Kitchen and catering assistants,male,employees,full,64505.0
2014,9272,9,27,2,Kitchen and catering assistants,female,employees,full,72444.0
2014,9272,9,27,2,Kitchen and catering assistants,male,employees,part,92164.0
2014,9272,9,27,2,Kitchen and catering assistants,female,employees,part,214608.0
2014,9272,9,27,2,Kitchen and catering assistants,male,self-employed,full,
2014,9272,9,27,2,Kitchen and catering assistants,female,self-employed,full,
2014,9272,9,27,2,Kitchen and catering assistants,male,self-employed,part,
2014,9272,9,27,2,Kitchen and catering assistants,female,self-employed,part,
2014,9273,9,27,3,Waiters and waitresses,male,employees,full,30617.0
2014,9273,9,27,3,Waiters and waitresses,female,employees,full,40468.0
2014,9273,9,27,3,Waiters and waitresses,male,employees,part,41308.0
2014,9273,9,27,3,Waiters and waitresses,female,employees,part,134649.0
2014,9273,9,27,3,Waiters and waitresses,male,self-employed,full,
2014,9273,9,27,3,Waiters and waitresses,female,self-employed,full,
2014,9273,9,27,3,Waiters and waitresses,male,self-employed,part,
2014,9273,9,27,3,Waiters and waitresses,female,self-employed,part,
2014,9274,9,27,4,Bar staff,male,employees,full,36933.0
2014,9274,9,27,4,Bar staff,female,employees,full,26452.0
2014,9274,9,27,4,Bar staff,male,employees,part,53310.0
2014,9274,9,27,4,Bar staff,female,employees,part,86616.0
2014,9274,9,27,4,Bar staff,male,self-employed,full,
2014,9274,9,27,4,Bar staff,female,self-employed,full,
2014,9274,9,27,4,Bar staff,male,self-employed,part,
2014,9274,9,27,4,Bar staff,female,self-employed,part,
2014,9275,9,27,5,Leisure and theme park attendants,male,employees,full,
2014,9275,9,27,5,Leisure and theme park attendants,female,employees,full,
2014,9275,9,27,5,Leisure and theme park attendants,male,employees,part,8479.0
2014,9275,9,27,5,Leisure and theme park attendants,female,employees,part,11639.0
2014,9275,9,27,5,Leisure and theme park attendants,male,self-employed,full,
2014,9275,9,27,5,Leisure and theme park attendants,female,self-employed,full,
2014,9275,9,27,5,Leisure and theme park attendants,male,self-employed,part,
2014,9275,9,27,5,Leisure and theme park attendants,female,self-employed,part,
2014,9279,9,27,9,Other elementary services occupations n.e.c.,male,employees,full,10946.0
2014,9279,9,27,9,Other elementary services occupations n.e.c.,female,employees,full,
2014,9279,9,27,9,Other elementary services occupations n.e.c.,male,employees,part,7555.0
2014,9279,9,27,9,Other elementary services occupations n.e.c.,female,employees,part,5128.0
2014,9279,9,27,9,Other elementary services occupations n.e.c.,male,self-employed,full,
2014,9279,9,27,9,Other elementary services occupations n.e.c.,female,self-employed,full,
2014,9279,9,27,9,Other elementary services occupations n.e.c.,male,self-employed,part,
2014,9279,9,27,9,Other elementary services occupations n.e.c.,female,self-employed,part,
2015,1,1,,,"MANAGERS, DIRECTORS AND SENIOR OFFICIALS",male,employees,full,1541557.0
2015,1,1,,,"MANAGERS, DIRECTORS AND SENIOR OFFICIALS",female,employees,full,675856.0
2015,1,1,,,"MANAGERS, DIRECTORS AND SENIOR OFFICIALS",male,employees,part,70396.0
2015,1,1,,,"MANAGERS, DIRECTORS AND SENIOR OFFICIALS",female,employees,part,152530.0
2015,1,1,,,"MANAGERS, DIRECTORS AND SENIOR OFFICIALS",male,self-employed,full,429341.0
2015,1,1,,,"MANAGERS, DIRECTORS AND SENIOR OFFICIALS",female,self-employed,full,121524.0
2015,1,1,,,"MANAGERS, DIRECTORS AND SENIOR OFFICIALS",male,self-employed,part,69449.0
2015,1,1,,,"MANAGERS, DIRECTORS AND SENIOR OFFICIALS",female,self-employed,part,99122.0
2015,111,1,11,,Chief Executives and Senior Officials,male,employees,full,52297.0
2015,111,1,11,,Chief Executives and Senior Officials,female,employees,full,17469.0
2015,111,1,11,,Chief Executives and Senior Officials,male,employees,part,7177.0
2015,111,1,11,,Chief Executives and Senior Officials,female,employees,part,
2015,111,1,11,,Chief Executives and Senior Officials,male,self-employed,full,
2015,111,1,11,,Chief Executives and Senior Officials,female,self-employed,full,
2015,111,1,11,,Chief Executives and Senior Officials,male,self-employed,part,
2015,111,1,11,,Chief Executives and Senior Officials,female,self-employed,part,
2015,1115,1,11,5,Chief executives and senior officials,male,employees,full,47517.0
2015,1115,1,11,5,Chief executives and senior officials,female,employees,full,16635.0
2015,1115,1,11,5,Chief executives and senior officials,male,employees,part,4719.0
2015,1115,1,11,5,Chief executives and senior officials,female,employees,part,
2015,1115,1,11,5,Chief executives and senior officials,male,self-employed,full,
2015,1115,1,11,5,Chief executives and senior officials,female,self-employed,full,
2015,1115,1,11,5,Chief executives and senior officials,male,self-employed,part,
2015,1115,1,11,5,Chief executives and senior officials,female,self-employed,part,
2015,1116,1,11,6,Elected officers and representatives,male,employees,full,4780.0
2015,1116,1,11,6,Elected officers and representatives,female,employees,full,
2015,1116,1,11,6,Elected officers and representatives,male,employees,part,
2015,1116,1,11,6,Elected officers and representatives,female,employees,part,
2015,1116,1,11,6,Elected officers and representatives,male,self-employed,full,
2015,1116,1,11,6,Elected officers and representatives,female,self-employed,full,
2015,1116,1,11,6,Elected officers and representatives,male,self-employed,part,
2015,1116,1,11,6,Elected officers and representatives,female,self-employed,part,
2015,112,1,12,,Production Managers and Directors,male,employees,full,349557.0
2015,112,1,12,,Production Managers and Directors,female,employees,full,31839.0
2015,112,1,12,,Production Managers and Directors,male,employees,part,10568.0
2015,112,1,12,,Production Managers and Directors,female,employees,part,9912.0
2015,112,1,12,,Production Managers and Directors,male,self-employed,full,94597.0
2015,112,1,12,,Production Managers and Directors,female,self-employed,full,
2015,112,1,12,,Production Managers and Directors,male,self-employed,part,6090.0
2015,112,1,12,,Production Managers and Directors,female,self-employed,part,
2015,1121,1,12,1,Production managers and directors in manufacturing,male,employees,full,222090.0
2015,1121,1,12,1,Production managers and directors in manufacturing,female,employees,full,25494.0
2015,1121,1,12,1,Production managers and directors in manufacturing,male,employees,part,7809.0
2015,1121,1,12,1,Production managers and directors in manufacturing,female,employees,part,7659.0
2015,1121,1,12,1,Production managers and directors in manufacturing,male,self-employed,full,37937.0
2015,1121,1,12,1,Production managers and directors in manufacturing,female,self-employed,full,
2015,1121,1,12,1,Production managers and directors in manufacturing,male,self-employed,part,
2015,1121,1,12,1,Production managers and directors in manufacturing,female,self-employed,part,
2015,1122,1,12,2,Production managers and directors in construction,male,employees,full,112195.0
2015,1122,1,12,2,Production managers and directors in construction,female,employees,full,5799.0
2015,1122,1,12,2,Production managers and directors in construction,male,employees,part,
2015,1122,1,12,2,Production managers and directors in construction,female,employees,part,
2015,1122,1,12,2,Production managers and directors in construction,male,self-employed,full,56122.0
2015,1122,1,12,2,Production managers and directors in construction,female,self-employed,full,
2015,1122,1,12,2,Production managers and directors in construction,male,self-employed,part,
2015,1122,1,12,2,Production managers and directors in construction,female,self-employed,part,
2015,1123,1,12,3,Production managers and directors in mining and energy,male,employees,full,15272.0
2015,1123,1,12,3,Production managers and directors in mining and energy,female,employees,full,
2015,1123,1,12,3,Production managers and directors in mining and energy,male,employees,part,
2015,1123,1,12,3,Production managers and directors in mining and energy,female,employees,part,
2015,1123,1,12,3,Production managers and directors in mining and energy,male,self-employed,full,
2015,1123,1,12,3,Production managers and directors in mining and energy,female,self-employed,full,
2015,1123,1,12,3,Production managers and directors in mining and energy,male,self-employed,part,
2015,1123,1,12,3,Production managers and directors in mining and energy,female,self-employed,part,
2015,113,1,13,,Functional Managers and Directors,male,employees,full,444445.0
2015,113,1,13,,Functional Managers and Directors,female,employees,full,205547.0
2015,113,1,13,,Functional Managers and Directors,male,employees,part,18232.0
2015,113,1,13,,Functional Managers and Directors,female,employees,part,50707.0
2015,113,1,13,,Functional Managers and Directors,male,self-employed,full,85720.0
2015,113,1,13,,Functional Managers and Directors,female,self-employed,full,19135.0
2015,113,1,13,,Functional Managers and Directors,male,self-employed,part,14029.0
2015,113,1,13,,Functional Managers and Directors,female,self-employed,part,18214.0
2015,1131,1,13,1,Financial managers and directors,male,employees,full,122400.0
2015,1131,1,13,1,Financial managers and directors,female,employees,full,51379.0
2015,1131,1,13,1,Financial managers and directors,male,employees,part,7421.0
2015,1131,1,13,1,Financial managers and directors,female,employees,part,21016.0
2015,1131,1,13,1,Financial managers and directors,male,self-employed,full,16446.0
2015,1131,1,13,1,Financial managers and directors,female,self-employed,full,8356.0
2015,1131,1,13,1,Financial managers and directors,male,self-employed,part,5850.0
2015,1131,1,13,1,Financial managers and directors,female,self-employed,part,6920.0
2015,1132,1,13,2,Marketing and sales directors,male,employees,full,108548.0
2015,1132,1,13,2,Marketing and sales directors,female,employees,full,33847.0
2015,1132,1,13,2,Marketing and sales directors,male,employees,part,
2015,1132,1,13,2,Marketing and sales directors,female,employees,part,7700.0
2015,1132,1,13,2,Marketing and sales directors,male,self-employed,full,30868.0
2015,1132,1,13,2,Marketing and sales directors,female,self-employed,full,
2015,1132,1,13,2,Marketing and sales directors,male,self-employed,part,
2015,1132,1,13,2,Marketing and sales directors,female,self-employed,part,5784.0
2015,1133,1,13,3,Purchasing managers and directors,male,employees,full,37025.0
2015,1133,1,13,3,Purchasing managers and directors,female,employees,full,14846.0
2015,1133,1,13,3,Purchasing managers and directors,male,employees,part,
2015,1133,1,13,3,Purchasing managers and directors,female,employees,part,
2015,1133,1,13,3,Purchasing managers and directors,male,self-employed,full,
2015,1133,1,13,3,Purchasing managers and directors,female,self-employed,full,
2015,1133,1,13,3,Purchasing managers and directors,male,self-employed,part,
2015,1133,1,13,3,Purchasing managers and directors,female,self-employed,part,
2015,1134,1,13,4,Advertising and public relations directors,male,employees,full,13837.0
2015,1134,1,13,4,Advertising and public relations directors,female,employees,full,10670.0
2015,1134,1,13,4,Advertising and public relations directors,male,employees,part,
2015,1134,1,13,4,Advertising and public relations directors,female,employees,part,
2015,1134,1,13,4,Advertising and public relations directors,male,self-employed,full,
2015,1134,1,13,4,Advertising and public relations directors,female,self-employed,full,
2015,1134,1,13,4,Advertising and public relations directors,male,self-employed,part,
2015,1134,1,13,4,Advertising and public relations directors,female,self-employed,part,
2015,1135,1,13,5,Human resource managers and directors,male,employees,full,47297.0
2015,1135,1,13,5,Human resource managers and directors,female,employees,full,60539.0
2015,1135,1,13,5,Human resource managers and directors,male,employees,part,
2015,1135,1,13,5,Human resource managers and directors,female,employees,part,12892.0
2015,1135,1,13,5,Human resource managers and directors,male,self-employed,full,8087.0
2015,1135,1,13,5,Human resource managers and directors,female,self-employed,full,
2015,1135,1,13,5,Human resource managers and directors,male,self-employed,part,
2015,1135,1,13,5,Human resource managers and directors,female,self-employed,part,
2015,1136,1,13,6,Information technology and telecommunications directors,male,employees,full,59114.0
2015,1136,1,13,6,Information technology and telecommunications directors,female,employees,full,5684.0
2015,1136,1,13,6,Information technology and telecommunications directors,male,employees,part,
2015,1136,1,13,6,Information technology and telecommunications directors,female,employees,part,
2015,1136,1,13,6,Information technology and telecommunications directors,male,self-employed,full,18574.0
2015,1136,1,13,6,Information technology and telecommunications directors,female,self-employed,full,
2015,1136,1,13,6,Information technology and telecommunications directors,male,self-employed,part,4731.0
2015,1136,1,13,6,Information technology and telecommunications directors,female,self-employed,part,
2015,1139,1,13,9,Functional managers and directors n.e.c.,male,employees,full,56224.0
2015,1139,1,13,9,Functional managers and directors n.e.c.,female,employees,full,28582.0
2015,1139,1,13,9,Functional managers and directors n.e.c.,male,employees,part,
2015,1139,1,13,9,Functional managers and directors n.e.c.,female,employees,part,7585.0
2015,1139,1,13,9,Functional managers and directors n.e.c.,male,self-employed,full,7896.0
2015,1139,1,13,9,Functional managers and directors n.e.c.,female,self-employed,full,
2015,1139,1,13,9,Functional managers and directors n.e.c.,male,self-employed,part,
2015,1139,1,13,9,Functional managers and directors n.e.c.,female,self-employed,part,
2015,115,1,15,,Financial Institution Managers and Directors,male,employees,full,42961.0
2015,115,1,15,,Financial Institution Managers and Directors,female,employees,full,21908.0
2015,115,1,15,,Financial Institution Managers and Directors,male,employees,part,
2015,115,1,15,,Financial Institution Managers and Directors,female,employees,part,6195.0
2015,115,1,15,,Financial Institution Managers and Directors,male,self-employed,full,
2015,115,1,15,,Financial Institution Managers and Directors,female,self-employed,full,
2015,115,1,15,,Financial Institution Managers and Directors,male,self-employed,part,
2015,115,1,15,,Financial Institution Managers and Directors,female,self-employed,part,
2015,1150,1,15,0,Financial institution managers and directors,male,employees,full,42961.0
2015,1150,1,15,0,Financial institution managers and directors,female,employees,full,21908.0
2015,1150,1,15,0,Financial institution managers and directors,male,employees,part,
2015,1150,1,15,0,Financial institution managers and directors,female,employees,part,6195.0
2015,1150,1,15,0,Financial institution managers and directors,male,self-employed,full,
2015,1150,1,15,0,Financial institution managers and directors,female,self-employed,full,
2015,1150,1,15,0,Financial institution managers and directors,male,self-employed,part,
2015,1150,1,15,0,Financial institution managers and directors,female,self-employed,part,
2015,116,1,16,,Managers and Directors in Transport and Logistics,male,employees,full,128835.0
2015,116,1,16,,Managers and Directors in Transport and Logistics,female,employees,full,27715.0
2015,116,1,16,,Managers and Directors in Transport and Logistics,male,employees,part,
2015,116,1,16,,Managers and Directors in Transport and Logistics,female,employees,part,
2015,116,1,16,,Managers and Directors in Transport and Logistics,male,self-employed,full,5053.0
2015,116,1,16,,Managers and Directors in Transport and Logistics,female,self-employed,full,
2015,116,1,16,,Managers and Directors in Transport and Logistics,male,self-employed,part,
2015,116,1,16,,Managers and Directors in Transport and Logistics,female,self-employed,part,
2015,1161,1,16,1,Managers and directors in transport and distribution,male,employees,full,60062.0
2015,1161,1,16,1,Managers and directors in transport and distribution,female,employees,full,10238.0
2015,1161,1,16,1,Managers and directors in transport and distribution,male,employees,part,
2015,1161,1,16,1,Managers and directors in transport and distribution,female,employees,part,
2015,1161,1,16,1,Managers and directors in transport and distribution,male,self-employed,full,
2015,1161,1,16,1,Managers and directors in transport and distribution,female,self-employed,full,
2015,1161,1,16,1,Managers and directors in transport and distribution,male,self-employed,part,
2015,1161,1,16,1,Managers and directors in transport and distribution,female,self-employed,part,
2015,1162,1,16,2,Managers and directors in storage and warehousing,male,employees,full,68773.0
2015,1162,1,16,2,Managers and directors in storage and warehousing,female,employees,full,17477.0
2015,1162,1,16,2,Managers and directors in storage and warehousing,male,employees,part,
2015,1162,1,16,2,Managers and directors in storage and warehousing,female,employees,part,
2015,1162,1,16,2,Managers and directors in storage and warehousing,male,self-employed,full,
2015,1162,1,16,2,Managers and directors in storage and warehousing,female,self-employed,full,
2015,1162,1,16,2,Managers and directors in storage and warehousing,male,self-employed,part,
2015,1162,1,16,2,Managers and directors in storage and warehousing,female,self-employed,part,
2015,117,1,17,,Senior Officers in Protective Services,male,employees,full,39296.0
2015,117,1,17,,Senior Officers in Protective Services,female,employees,full,5645.0
2015,117,1,17,,Senior Officers in Protective Services,male,employees,part,
2015,117,1,17,,Senior Officers in Protective Services,female,employees,part,
2015,117,1,17,,Senior Officers in Protective Services,male,self-employed,full,
2015,117,1,17,,Senior Officers in Protective Services,female,self-employed,full,
2015,117,1,17,,Senior Officers in Protective Services,male,self-employed,part,
2015,117,1,17,,Senior Officers in Protective Services,female,self-employed,part,
2015,1171,1,17,1,Officers in armed forces,male,employees,full,20738.0
2015,1171,1,17,1,Officers in armed forces,female,employees,full,
2015,1171,1,17,1,Officers in armed forces,male,employees,part,
2015,1171,1,17,1,Officers in armed forces,female,employees,part,
2015,1171,1,17,1,Officers in armed forces,male,self-employed,full,
2015,1171,1,17,1,Officers in armed forces,female,self-employed,full,
2015,1171,1,17,1,Officers in armed forces,male,self-employed,part,
2015,1171,1,17,1,Officers in armed forces,female,self-employed,part,
2015,1172,1,17,2,Senior police officers,male,employees,full,9446.0
2015,1172,1,17,2,Senior police officers,female,employees,full,
2015,1172,1,17,2,Senior police officers,male,employees,part,
2015,1172,1,17,2,Senior police officers,female,employees,part,
2015,1172,1,17,2,Senior police officers,male,self-employed,full,
2015,1172,1,17,2,Senior police officers,female,self-employed,full,
2015,1172,1,17,2,Senior police officers,male,self-employed,part,
2015,1172,1,17,2,Senior police officers,female,self-employed,part,
2015,1173,1,17,3,"Senior officers in fire, ambulance, prison and related services",male,employees,full,9112.0
2015,1173,1,17,3,"Senior officers in fire, ambulance, prison and related services",female,employees,full,
2015,1173,1,17,3,"Senior officers in fire, ambulance, prison and related services",male,employees,part,
2015,1173,1,17,3,"Senior officers in fire, ambulance, prison and related services",female,employees,part,
2015,1173,1,17,3,"Senior officers in fire, ambulance, prison and related services",male,self-employed,full,
2015,1173,1,17,3,"Senior officers in fire, ambulance, prison and related services",female,self-employed,full,
2015,1173,1,17,3,"Senior officers in fire, ambulance, prison and related services",male,self-employed,part,
2015,1173,1,17,3,"Senior officers in fire, ambulance, prison and related services",female,self-employed,part,
2015,118,1,18,,Health and Social Services Managers and Directors,male,employees,full,24747.0
2015,118,1,18,,Health and Social Services Managers and Directors,female,employees,full,55101.0
2015,118,1,18,,Health and Social Services Managers and Directors,male,employees,part,
2015,118,1,18,,Health and Social Services Managers and Directors,female,employees,part,9642.0
2015,118,1,18,,Health and Social Services Managers and Directors,male,self-employed,full,
2015,118,1,18,,Health and Social Services Managers and Directors,female,self-employed,full,
2015,118,1,18,,Health and Social Services Managers and Directors,male,self-employed,part,
2015,118,1,18,,Health and Social Services Managers and Directors,female,self-employed,part,
2015,1181,1,18,1,Health services and public health managers and directors,male,employees,full,18388.0
2015,1181,1,18,1,Health services and public health managers and directors,female,employees,full,34347.0
2015,1181,1,18,1,Health services and public health managers and directors,male,employees,part,
2015,1181,1,18,1,Health services and public health managers and directors,female,employees,part,
2015,1181,1,18,1,Health services and public health managers and directors,male,self-employed,full,
2015,1181,1,18,1,Health services and public health managers and directors,female,self-employed,full,
2015,1181,1,18,1,Health services and public health managers and directors,male,self-employed,part,
2015,1181,1,18,1,Health services and public health managers and directors,female,self-employed,part,
2015,1184,1,18,4,Social services managers and directors,male,employees,full,6359.0
2015,1184,1,18,4,Social services managers and directors,female,employees,full,20754.0
2015,1184,1,18,4,Social services managers and directors,male,employees,part,
2015,1184,1,18,4,Social services managers and directors,female,employees,part,5433.0
2015,1184,1,18,4,Social services managers and directors,male,self-employed,full,
2015,1184,1,18,4,Social services managers and directors,female,self-employed,full,
2015,1184,1,18,4,Social services managers and directors,male,self-employed,part,
2015,1184,1,18,4,Social services managers and directors,female,self-employed,part,
2015,119,1,19,,Managers and Directors in Retail and Wholesale,male,employees,full,156215.0
2015,119,1,19,,Managers and Directors in Retail and Wholesale,female,employees,full,95877.0
2015,119,1,19,,Managers and Directors in Retail and Wholesale,male,employees,part,6919.0
2015,119,1,19,,Managers and Directors in Retail and Wholesale,female,employees,part,17729.0
2015,119,1,19,,Managers and Directors in Retail and Wholesale,male,self-employed,full,27869.0
2015,119,1,19,,Managers and Directors in Retail and Wholesale,female,self-employed,full,6399.0
2015,119,1,19,,Managers and Directors in Retail and Wholesale,male,self-employed,part,
2015,119,1,19,,Managers and Directors in Retail and Wholesale,female,self-employed,part,
2015,1190,1,19,0,Managers and directors in retail and wholesale,male,employees,full,156215.0
2015,1190,1,19,0,Managers and directors in retail and wholesale,female,employees,full,95877.0
2015,1190,1,19,0,Managers and directors in retail and wholesale,male,employees,part,6919.0
2015,1190,1,19,0,Managers and directors in retail and wholesale,female,employees,part,17729.0
2015,1190,1,19,0,Managers and directors in retail and wholesale,male,self-employed,full,27869.0
2015,1190,1,19,0,Managers and directors in retail and wholesale,female,self-employed,full,6399.0
2015,1190,1,19,0,Managers and directors in retail and wholesale,male,self-employed,part,
2015,1190,1,19,0,Managers and directors in retail and wholesale,female,self-employed,part,
2015,121,1,21,,Managers and Proprietors in Agriculture Related Services,male,employees,full,15054.0
2015,121,1,21,,Managers and Proprietors in Agriculture Related Services,female,employees,full,
2015,121,1,21,,Managers and Proprietors in Agriculture Related Services,male,employees,part,
2015,121,1,21,,Managers and Proprietors in Agriculture Related Services,female,employees,part,
2015,121,1,21,,Managers and Proprietors in Agriculture Related Services,male,self-employed,full,13577.0
2015,121,1,21,,Managers and Proprietors in Agriculture Related Services,female,self-employed,full,
2015,121,1,21,,Managers and Proprietors in Agriculture Related Services,male,self-employed,part,
2015,121,1,21,,Managers and Proprietors in Agriculture Related Services,female,self-employed,part,
2015,1211,1,21,1,Managers and proprietors in agriculture and horticulture,male,employees,full,10621.0
2015,1211,1,21,1,Managers and proprietors in agriculture and horticulture,female,employees,full,
2015,1211,1,21,1,Managers and proprietors in agriculture and horticulture,male,employees,part,
2015,1211,1,21,1,Managers and proprietors in agriculture and horticulture,female,employees,part,
2015,1211,1,21,1,Managers and proprietors in agriculture and horticulture,male,self-employed,full,9443.0
2015,1211,1,21,1,Managers and proprietors in agriculture and horticulture,female,self-employed,full,
2015,1211,1,21,1,Managers and proprietors in agriculture and horticulture,male,self-employed,part,
2015,1211,1,21,1,Managers and proprietors in agriculture and horticulture,female,self-employed,part,
2015,1213,1,21,3,"Managers and proprietors in forestry, fishing and related services",male,employees,full,
2015,1213,1,21,3,"Managers and proprietors in forestry, fishing and related services",female,employees,full,
2015,1213,1,21,3,"Managers and proprietors in forestry, fishing and related services",male,employees,part,
2015,1213,1,21,3,"Managers and proprietors in forestry, fishing and related services",female,employees,part,
2015,1213,1,21,3,"Managers and proprietors in forestry, fishing and related services",male,self-employed,full,
2015,1213,1,21,3,"Managers and proprietors in forestry, fishing and related services",female,self-employed,full,
2015,1213,1,21,3,"Managers and proprietors in forestry, fishing and related services",male,self-employed,part,
2015,1213,1,21,3,"Managers and proprietors in forestry, fishing and related services",female,self-employed,part,
2015,122,1,22,,Managers and Proprietors in Hospitality and Leisure Services,male,employees,full,108267.0
2015,122,1,22,,Managers and Proprietors in Hospitality and Leisure Services,female,employees,full,68326.0
2015,122,1,22,,Managers and Proprietors in Hospitality and Leisure Services,male,employees,part,5588.0
2015,122,1,22,,Managers and Proprietors in Hospitality and Leisure Services,female,employees,part,12390.0
2015,122,1,22,,Managers and Proprietors in Hospitality and Leisure Services,male,self-employed,full,46515.0
2015,122,1,22,,Managers and Proprietors in Hospitality and Leisure Services,female,self-employed,full,29417.0
2015,122,1,22,,Managers and Proprietors in Hospitality and Leisure Services,male,self-employed,part,8673.0
2015,122,1,22,,Managers and Proprietors in Hospitality and Leisure Services,female,self-employed,part,19211.0
2015,1221,1,22,1,Hotel and accommodation managers and proprietors,male,employees,full,12025.0
2015,1221,1,22,1,Hotel and accommodation managers and proprietors,female,employees,full,8663.0
2015,1221,1,22,1,Hotel and accommodation managers and proprietors,male,employees,part,
2015,1221,1,22,1,Hotel and accommodation managers and proprietors,female,employees,part,
2015,1221,1,22,1,Hotel and accommodation managers and proprietors,male,self-employed,full,
2015,1221,1,22,1,Hotel and accommodation managers and proprietors,female,self-employed,full,7451.0
2015,1221,1,22,1,Hotel and accommodation managers and proprietors,male,self-employed,part,4731.0
2015,1221,1,22,1,Hotel and accommodation managers and proprietors,female,self-employed,part,10258.0
2015,1223,1,22,3,Restaurant and catering establishment managers and proprietors,male,employees,full,43542.0
2015,1223,1,22,3,Restaurant and catering establishment managers and proprietors,female,employees,full,33209.0
2015,1223,1,22,3,Restaurant and catering establishment managers and proprietors,male,employees,part,
2015,1223,1,22,3,Restaurant and catering establishment managers and proprietors,female,employees,part,4882.0
2015,1223,1,22,3,Restaurant and catering establishment managers and proprietors,male,self-employed,full,26982.0
2015,1223,1,22,3,Restaurant and catering establishment managers and proprietors,female,self-employed,full,11507.0
